Gene	AveExpr	logFC	P.Value	adj.P.Val	Sig	GeneType
ENSG00000176095	IP6K1	6.83	0.42	0.000196	0.000713	FALSE	protein_coding
ENSG00000121900	TMEM54	0.66	0.9	0.000197	0.000714	TRUE	protein_coding
ENSG00000130159	ECSIT	4.33	-0.66	0.000197	0.000715	TRUE	protein_coding
ENSG00000168152	THAP9	1.54	-0.39	0.000198	0.000718	FALSE	protein_coding
ENSG00000222986	RNU5A-5P	0.3	0.26	0.000199	0.000722	FALSE	snRNA
ENSG00000266385	AC005899.6	1.38	0.61	0.000199	0.000722	TRUE	lncRNA
ENSG00000278834	AC073508.3	1.32	-0.35	0.000199	0.000723	FALSE	lncRNA
ENSG00000158863	FAM160B2	4.65	-0.52	2e-04	0.000724	FALSE	protein_coding
ENSG00000200394	SNORA38B	0.16	-0.14	2e-04	0.000724	FALSE	snoRNA
ENSG00000178449	COX14	3.33	-0.32	2e-04	0.000724	FALSE	protein_coding
ENSG00000138107	ACTR1A	6.73	0.33	2e-04	0.000726	FALSE	protein_coding
ENSG00000251161	AC020661.1	1.06	0.51	0.000202	0.00073	FALSE	lncRNA
ENSG00000088726	TMEM40	3.92	0.95	0.000202	0.000731	TRUE	protein_coding
ENSG00000284968	AC093827.4	1.21	0.32	0.000202	0.000731	FALSE	lncRNA
ENSG00000100726	TELO2	4.65	-0.53	0.000202	0.000733	FALSE	protein_coding
ENSG00000243667	WDR92	1.6	-0.42	0.000202	0.000733	FALSE	protein_coding
ENSG00000207546	MIR548C	1.72	0.63	0.000203	0.000735	TRUE	miRNA
ENSG00000198826	ARHGAP11A	3.14	0.76	0.000203	0.000736	TRUE	protein_coding
ENSG00000061676	NCKAP1	3.82	0.97	0.000203	0.000736	TRUE	protein_coding
ENSG00000136161	RCBTB2	6.03	0.53	0.000203	0.000736	FALSE	protein_coding
ENSG00000204531	POU5F1	1.22	0.84	0.000204	0.000737	TRUE	protein_coding
ENSG00000213995	NAXD	4.12	-0.38	0.000204	0.000737	FALSE	protein_coding
ENSG00000065135	GNAI3	7.13	0.47	0.000204	0.000737	FALSE	protein_coding
ENSG00000169570	DTWD2	2.3	-0.64	0.000204	0.000738	TRUE	protein_coding
ENSG00000287892	AC090907.3	0.58	0.41	0.000205	0.00074	FALSE	lncRNA
ENSG00000211877	TRAJ12	0.85	-0.45	0.000205	0.000742	FALSE	TR_J_gene
ENSG00000124459	ZNF45	3.74	-0.33	0.000206	0.000744	FALSE	protein_coding
ENSG00000008324	SS18L2	3.02	-0.53	0.000206	0.000745	FALSE	protein_coding
ENSG00000167543	TP53I13	4.1	-0.65	0.000206	0.000745	TRUE	protein_coding
ENSG00000267046	E2F3P1	0.17	-0.17	0.000206	0.000746	FALSE	processed_pseudogene
ENSG00000090554	FLT3LG	1.99	-0.65	0.000206	0.000746	TRUE	protein_coding
ENSG00000130741	EIF2S3	7.25	-0.46	0.000207	0.000746	FALSE	protein_coding
ENSG00000163814	CDCP1	1.38	0.72	0.000207	0.000748	TRUE	protein_coding
ENSG00000111696	NT5DC3	3.5	0.56	0.000207	0.000749	FALSE	protein_coding
ENSG00000135924	DNAJB2	6.36	-0.77	0.000208	0.000749	TRUE	protein_coding
ENSG00000265118	AC134669.1	0.69	0.39	0.000208	0.00075	FALSE	protein_coding
ENSG00000225864	AL645939.2	0.76	0.38	0.000208	0.000751	FALSE	unprocessed_pseudogene
ENSG00000237254	TRBV30	0.83	-0.6	0.000208	0.000752	TRUE	TR_V_gene
ENSG00000123159	GIPC1	3.39	-0.65	0.000208	0.000752	TRUE	protein_coding
ENSG00000211861	TRAJ28	0.79	-0.43	0.000208	0.000752	FALSE	TR_J_gene
ENSG00000229534	HNRNPA1P53	0.37	0.36	0.000208	0.000752	FALSE	processed_pseudogene
ENSG00000139531	SUOX	3.45	0.44	0.000209	0.000752	FALSE	protein_coding
ENSG00000143126	CELSR2	2.6	-0.64	0.000209	0.000752	TRUE	protein_coding
ENSG00000105248	YJU2	3.47	-0.45	0.000209	0.000752	FALSE	protein_coding
ENSG00000112592	TBP	3.34	-0.28	0.000209	0.000752	FALSE	protein_coding
ENSG00000188549	CCDC9B	3.15	0.81	0.000209	0.000753	TRUE	protein_coding
ENSG00000102531	FNDC3A	6.61	0.51	0.000209	0.000754	FALSE	protein_coding
ENSG00000177283	FZD8	0.36	-0.25	0.00021	0.000755	FALSE	protein_coding
ENSG00000269802	AC011491.3	0.28	-0.23	0.00021	0.000755	FALSE	lncRNA
ENSG00000090661	CERS4	4.35	0.66	0.00021	0.000755	TRUE	protein_coding
ENSG00000230965	SNX18P13	0.52	-0.67	0.00021	0.000755	TRUE	processed_pseudogene
ENSG00000135976	ANKRD36	4.15	-0.62	0.00021	0.000757	TRUE	protein_coding
ENSG00000257400	AC023161.1	0.23	0.24	0.00021	0.000758	FALSE	lncRNA
ENSG00000173230	GOLGB1	6.91	0.32	0.00021	0.000758	FALSE	protein_coding
ENSG00000182134	TDRKH	2.5	-0.63	0.000211	0.000758	TRUE	protein_coding
ENSG00000111786	SRSF9	6.2	0.28	0.000211	0.000759	FALSE	protein_coding
ENSG00000101665	SMAD7	4.01	-0.61	0.000211	0.000761	TRUE	protein_coding
ENSG00000260464	AL049796.1	0.39	-0.26	0.000212	0.000761	FALSE	lncRNA
ENSG00000201342	RNU4-38P	0.43	0.33	0.000212	0.000762	FALSE	snRNA
ENSG00000162413	KLHL21	7.18	0.56	0.000213	0.000767	FALSE	protein_coding
ENSG00000162664	ZNF326	3.79	-0.44	0.000213	0.000767	FALSE	protein_coding
ENSG00000265625	AC104564.5	3.58	0.9	0.000213	0.000767	TRUE	lncRNA
ENSG00000153162	BMP6	4.53	0.94	0.000213	0.000767	TRUE	protein_coding
ENSG00000163539	CLASP2	5.44	-0.31	0.000213	0.000767	FALSE	protein_coding
ENSG00000102699	PARP4	7.89	0.47	0.000214	0.000768	FALSE	protein_coding
ENSG00000240403	KIR3DL2	1.31	-0.9	0.000214	0.000768	TRUE	protein_coding
ENSG00000215548	FRG1JP	0.25	-0.31	0.000214	0.000768	FALSE	unprocessed_pseudogene
ENSG00000242588	AC108010.1	4.89	0.51	0.000214	0.000769	FALSE	lncRNA
ENSG00000116266	STXBP3	6.38	0.49	0.000214	0.000769	FALSE	protein_coding
ENSG00000117016	RIMS3	2.24	-0.47	0.000214	0.00077	FALSE	protein_coding
ENSG00000164116	GUCY1A1	4.2	1.16	0.000214	0.00077	TRUE	protein_coding
ENSG00000130024	PHF10	4.33	-0.66	0.000215	0.000771	TRUE	protein_coding
ENSG00000240184	PCDHGC3	0.49	-0.32	0.000215	0.000771	FALSE	protein_coding
ENSG00000021762	OSBPL5	5.21	-0.76	0.000215	0.000771	TRUE	protein_coding
ENSG00000160959	LRRC14	4.72	-0.41	0.000215	0.000772	FALSE	protein_coding
ENSG00000130695	CEP85	3.88	-0.46	0.000215	0.000772	FALSE	protein_coding
ENSG00000185361	TNFAIP8L1	3.71	-0.52	0.000215	0.000773	FALSE	protein_coding
ENSG00000243772	KIR2DL3	0.71	-0.57	0.000216	0.000773	FALSE	protein_coding
ENSG00000284391	AL139398.1	0.18	0.22	0.000216	0.000773	FALSE	lncRNA
ENSG00000172845	SP3	7.89	0.37	0.000216	0.000774	FALSE	protein_coding
ENSG00000254333	NDST1-AS1	0.24	0.23	0.000216	0.000774	FALSE	lncRNA
ENSG00000140326	CDAN1	4.04	-0.41	0.000216	0.000775	FALSE	protein_coding
ENSG00000170275	CRTAP	5.62	-0.65	0.000216	0.000776	TRUE	protein_coding
ENSG00000135972	MRPS9	2.6	-0.64	0.000217	0.000776	TRUE	protein_coding
ENSG00000255568	BRWD1-AS2	0.48	-0.23	0.000217	0.000778	FALSE	lncRNA
ENSG00000243264	IGKV2D-29	1.09	1.19	0.000217	0.000778	TRUE	IG_V_gene
ENSG00000240057	AC078785.1	0.66	-0.31	0.000217	0.000779	FALSE	lncRNA
ENSG00000244300	GATA2-AS1	0.51	0.36	0.000218	0.00078	FALSE	lncRNA
ENSG00000099958	DERL3	3.07	1.29	0.000218	0.00078	TRUE	protein_coding
ENSG00000285728	AC098484.4	0.39	-0.24	0.000218	0.000781	FALSE	lncRNA
ENSG00000245261	AL133375.1	0.36	-0.24	0.000218	0.000782	FALSE	lncRNA
ENSG00000125740	FOSB	1.46	-0.76	0.000219	0.000784	TRUE	protein_coding
ENSG00000223629	DEFA8P	0.45	0.75	0.000219	0.000784	TRUE	unprocessed_pseudogene
ENSG00000271420	AL109936.3	0.13	-0.12	0.000219	0.000784	FALSE	lncRNA
ENSG00000185658	BRWD1	6.61	-0.35	0.000219	0.000784	FALSE	protein_coding
ENSG00000134744	TUT4	5.9	-0.4	0.00022	0.000788	FALSE	protein_coding
ENSG00000088038	CNOT3	6.23	0.35	0.000221	0.00079	FALSE	protein_coding
ENSG00000147601	TERF1	3.75	-0.38	0.000221	0.000791	FALSE	protein_coding
ENSG00000110811	P3H3	0.92	-0.53	0.000221	0.000792	FALSE	protein_coding
ENSG00000258561	AL359232.1	0.59	-0.31	0.000222	0.000793	FALSE	lncRNA
ENSG00000163430	FSTL1	4.07	1.29	0.000222	0.000793	TRUE	protein_coding
ENSG00000163053	SLC16A14	1.18	0.81	0.000222	0.000793	TRUE	protein_coding
ENSG00000134247	PTGFRN	1.93	0.76	0.000222	0.000794	TRUE	protein_coding
ENSG00000174684	B4GAT1	1.61	-0.54	0.000222	0.000794	FALSE	protein_coding
ENSG00000198162	MAN1A2	6.16	-0.44	0.000222	0.000795	FALSE	protein_coding
ENSG00000121413	ZSCAN18	3.98	-0.59	0.000223	0.000796	TRUE	protein_coding
ENSG00000104324	CPQ	6.3	0.61	0.000223	0.000797	TRUE	protein_coding
ENSG00000251431	AC245884.7	0.38	0.44	0.000223	0.000797	FALSE	unprocessed_pseudogene
ENSG00000166451	CENPN	2.19	0.62	0.000223	0.000797	TRUE	protein_coding
ENSG00000240041	IGHJ4	1.66	0.87	0.000224	0.000799	TRUE	IG_J_gene
ENSG00000169955	ZNF747	2.75	-0.32	0.000224	0.000799	FALSE	protein_coding
ENSG00000161204	ABCF3	5.07	-0.3	0.000224	8e-04	FALSE	protein_coding
ENSG00000211868	TRAJ21	0.65	-0.4	0.000225	0.000801	FALSE	TR_J_gene
ENSG00000130305	NSUN5	5.04	0.39	0.000225	0.000802	FALSE	protein_coding
ENSG00000279814	AC010997.6	1.68	0.73	0.000225	0.000802	TRUE	TEC
ENSG00000100442	FKBP3	3.64	-0.53	0.000225	0.000802	FALSE	protein_coding
ENSG00000233426	EIF3FP3	0.42	-0.24	0.000225	0.000802	FALSE	processed_pseudogene
ENSG00000200075	AC022973.1	1.12	0.54	0.000226	0.000806	FALSE	snoRNA
ENSG00000164291	ARSK	1.73	-0.47	0.000227	0.000808	FALSE	protein_coding
ENSG00000266467	RN7SL220P	1.61	0.58	0.000227	0.000809	FALSE	misc_RNA
ENSG00000276900	AC023157.2	3.21	0.72	0.000227	0.000809	TRUE	lncRNA
ENSG00000214796	AC098934.1	0.21	0.3	0.000227	0.000809	FALSE	transcribed_unprocessed_pseudogene
ENSG00000178966	RMI1	4.16	0.49	0.000227	0.000809	FALSE	protein_coding
ENSG00000164385	LINC01600	0.24	0.28	0.000228	0.000812	FALSE	lncRNA
ENSG00000225806	AL121917.1	0.35	-0.21	0.000228	0.000812	FALSE	lncRNA
ENSG00000211450	SELENOH	3.82	-0.41	0.000228	0.000812	FALSE	protein_coding
ENSG00000137959	IFI44L	5.51	3.06	0.000229	0.000814	TRUE	protein_coding
ENSG00000162073	PAQR4	3.12	0.58	0.000229	0.000815	FALSE	protein_coding
ENSG00000260273	AL359711.2	0.5	0.24	0.000229	0.000815	FALSE	lncRNA
ENSG00000239906	AL627309.2	1.19	0.63	0.000229	0.000815	TRUE	lncRNA
ENSG00000122482	ZNF644	5.76	-0.44	0.000229	0.000815	FALSE	protein_coding
ENSG00000124532	MRS2	3.8	-0.37	0.000229	0.000815	FALSE	protein_coding
ENSG00000184523	PTGER4P2	0.51	0.41	0.000229	0.000815	FALSE	transcribed_processed_pseudogene
ENSG00000119927	GPAM	2.73	-0.53	0.000229	0.000815	FALSE	protein_coding
ENSG00000230482	ATP5MC2P3	0.12	0.15	0.00023	0.000816	FALSE	processed_pseudogene
ENSG00000151332	MBIP	2.36	-0.56	0.00023	0.000816	FALSE	protein_coding
ENSG00000135900	MRPL44	4.58	0.47	0.00023	0.000817	FALSE	protein_coding
ENSG00000075975	MKRN2	4.61	-0.24	0.00023	0.000817	FALSE	protein_coding
ENSG00000269877	AC008753.3	0.93	0.48	0.00023	0.000817	FALSE	lncRNA
ENSG00000253291	TRBV7-7	0.12	-0.15	0.00023	0.000818	FALSE	TR_V_gene
ENSG00000099338	CATSPERG	2.53	-0.53	0.00023	0.000819	FALSE	protein_coding
ENSG00000284820	AC068946.2	0.96	0.42	0.000231	0.000819	FALSE	protein_coding
ENSG00000211835	TRAJ56	0.14	-0.13	0.000231	0.000819	FALSE	TR_J_gene
ENSG00000279311	AC092999.1	1.24	0.62	0.000231	0.00082	TRUE	TEC
ENSG00000261656	BEAN1-AS1	0.83	0.56	0.000231	0.00082	FALSE	lncRNA
ENSG00000130479	MAP1S	6.02	0.47	0.000231	0.00082	FALSE	protein_coding
ENSG00000186001	LRCH3	5.78	-0.31	0.000231	0.000821	FALSE	protein_coding
ENSG00000202125	RNU1-100P	0.9	0.54	0.000232	0.000822	FALSE	snRNA
ENSG00000130545	CRB3	0.5	-0.32	0.000232	0.000822	FALSE	protein_coding
ENSG00000211721	TRBV6-5	1.15	-0.59	0.000232	0.000822	TRUE	TR_V_gene
ENSG00000259772	AC012236.1	0.94	0.66	0.000232	0.000823	TRUE	lncRNA
ENSG00000159674	SPON2	5.25	-1.21	0.000232	0.000823	TRUE	protein_coding
ENSG00000228280	AL731568.1	1.28	0.6	0.000232	0.000823	TRUE	lncRNA
ENSG00000176853	FAM91A1	6.44	0.32	0.000232	0.000824	FALSE	protein_coding
ENSG00000120129	DUSP1	8.45	0.97	0.000233	0.000824	TRUE	protein_coding
ENSG00000185024	BRF1	4.74	-0.49	0.000233	0.000826	FALSE	protein_coding
ENSG00000072657	TRHDE	1.43	0.93	0.000233	0.000827	TRUE	protein_coding
ENSG00000236525	AC007278.2	3.26	1.37	0.000233	0.000827	TRUE	lncRNA
ENSG00000093134	VNN3	6.26	0.93	0.000233	0.000827	TRUE	protein_coding
ENSG00000168329	CX3CR1	6.72	-1.2	0.000234	0.000828	TRUE	protein_coding
ENSG00000005007	UPF1	8.11	0.42	0.000234	0.000829	FALSE	protein_coding
ENSG00000106692	FKTN	2.8	-0.51	0.000234	0.000829	FALSE	protein_coding
ENSG00000164828	SUN1	5.03	-0.6	0.000234	0.000829	TRUE	protein_coding
ENSG00000156966	B3GNT7	1.61	-0.66	0.000234	0.00083	TRUE	protein_coding
ENSG00000167635	ZNF146	4.69	-0.63	0.000234	0.00083	TRUE	protein_coding
ENSG00000117620	SLC35A3	3.75	-0.42	0.000234	0.00083	FALSE	protein_coding
ENSG00000249264	EEF1A1P9	0.15	-0.12	0.000235	0.000831	FALSE	processed_pseudogene
ENSG00000106993	CDC37L1	3.06	-0.36	0.000235	0.000832	FALSE	protein_coding
ENSG00000083093	PALB2	2.89	-0.56	0.000235	0.000832	FALSE	protein_coding
ENSG00000189227	C15orf61	1.42	-0.38	0.000235	0.000832	FALSE	protein_coding
ENSG00000158186	MRAS	1.76	-0.78	0.000236	0.000833	TRUE	protein_coding
ENSG00000164902	PHAX	3.97	-0.52	0.000236	0.000833	FALSE	protein_coding
ENSG00000207821	MIR640	1.27	0.6	0.000236	0.000833	TRUE	miRNA
ENSG00000275055	AC011468.5	0.44	-0.2	0.000236	0.000834	FALSE	lncRNA
ENSG00000146530	VWDE	0.88	-0.62	0.000236	0.000834	TRUE	protein_coding
ENSG00000107863	ARHGAP21	5.87	0.72	0.000236	0.000834	TRUE	protein_coding
ENSG00000169992	NLGN2	1.61	-0.55	0.000236	0.000834	FALSE	protein_coding
ENSG00000113163	CERT1	6.86	0.46	0.000236	0.000834	FALSE	protein_coding
ENSG00000170325	PRDM10	4.69	0.31	0.000237	0.000835	FALSE	protein_coding
ENSG00000026025	VIM	10.28	0.54	0.000237	0.000836	FALSE	protein_coding
ENSG00000206337	HCP5	7.73	0.66	0.000237	0.000837	TRUE	lncRNA
ENSG00000165322	ARHGAP12	4.34	-0.42	0.000237	0.000837	FALSE	protein_coding
ENSG00000044574	HSPA5	7.76	0.73	0.000237	0.000838	TRUE	protein_coding
ENSG00000164610	RP9	1.61	-0.39	0.000238	0.000838	FALSE	protein_coding
ENSG00000170027	YWHAG	6.68	0.44	0.000238	0.000838	FALSE	protein_coding
ENSG00000168301	KCTD6	2.13	-0.45	0.000238	0.000838	FALSE	protein_coding
ENSG00000205808	PLPP6	2.99	-0.45	0.000238	0.000839	FALSE	protein_coding
ENSG00000147130	ZMYM3	4.38	-0.62	0.000238	0.00084	TRUE	protein_coding
ENSG00000057935	MTA3	3.07	-0.55	0.000238	0.00084	FALSE	protein_coding
ENSG00000126814	TRMT5	2.33	-0.59	0.000238	0.00084	TRUE	protein_coding
ENSG00000197603	CPLANE1	3.61	-0.55	0.000239	0.000841	FALSE	protein_coding
ENSG00000258526	AL049828.1	2	0.56	0.000239	0.000842	FALSE	lncRNA
ENSG00000111670	GNPTAB	5.8	-0.56	0.000239	0.000842	FALSE	protein_coding
ENSG00000207368	AC091633.1	1.22	0.55	0.000239	0.000843	FALSE	misc_RNA
ENSG00000258733	LINC02328	1.79	-0.61	0.00024	0.000844	TRUE	lncRNA
ENSG00000234336	JAZF1-AS1	0.52	-0.3	0.00024	0.000845	FALSE	lncRNA
ENSG00000067646	ZFY	2.41	-0.37	0.00024	0.000847	FALSE	protein_coding
ENSG00000231304	SGO1-AS1	1.56	0.44	0.000241	0.000848	FALSE	lncRNA
ENSG00000253558	AC024568.1	1.75	0.53	0.000241	0.00085	FALSE	transcribed_processed_pseudogene
ENSG00000211841	TRAJ48	0.42	-0.26	0.000242	0.00085	FALSE	TR_J_gene
ENSG00000198331	HYLS1	1.77	-0.41	0.000242	0.00085	FALSE	protein_coding
ENSG00000148175	STOM	8.23	0.87	0.000242	0.000851	TRUE	protein_coding
ENSG00000167880	EVPL	1.43	-0.96	0.000242	0.000852	TRUE	protein_coding
ENSG00000067445	TRO	0.46	-0.28	0.000242	0.000853	FALSE	protein_coding
ENSG00000206052	DOK6	1.34	0.99	0.000243	0.000855	TRUE	protein_coding
ENSG00000137269	LRRC1	1.25	-0.39	0.000243	0.000856	FALSE	protein_coding
ENSG00000116285	ERRFI1	0.61	-0.32	0.000244	0.000856	FALSE	protein_coding
ENSG00000147459	DOCK5	8.77	0.67	0.000244	0.000856	TRUE	protein_coding
ENSG00000254484	AP002336.1	1.09	0.51	0.000244	0.000856	FALSE	lncRNA
ENSG00000188486	H2AX	4.32	0.85	0.000244	0.000856	TRUE	protein_coding
ENSG00000212993	POU5F1B	0.39	-0.25	0.000244	0.000857	FALSE	protein_coding
ENSG00000171960	PPIH	2.53	-0.5	0.000244	0.000857	FALSE	protein_coding
ENSG00000175764	TTLL11	1.96	-0.38	0.000244	0.000858	FALSE	protein_coding
ENSG00000125538	IL1B	6.01	1.03	0.000244	0.000858	TRUE	protein_coding
ENSG00000104047	DTWD1	3.05	-0.49	0.000244	0.000858	FALSE	protein_coding
ENSG00000211851	TRAJ38	0.97	-0.5	0.000244	0.000858	FALSE	TR_J_gene
ENSG00000285852	AL353147.1	0.37	0.26	0.000245	0.000859	FALSE	lncRNA
ENSG00000276070	CCL4L2	1.11	-0.76	0.000245	0.000859	TRUE	protein_coding
ENSG00000197181	PIWIL2	0.37	-0.26	0.000245	0.00086	FALSE	protein_coding
ENSG00000144061	NPHP1	0.23	-0.21	0.000245	0.000861	FALSE	protein_coding
ENSG00000010017	RANBP9	5.89	-0.49	0.000245	0.000861	FALSE	protein_coding
ENSG00000178297	TMPRSS9	1.48	-1.08	0.000246	0.000862	TRUE	protein_coding
ENSG00000101310	SEC23B	5.84	0.43	0.000246	0.000862	FALSE	protein_coding
ENSG00000113360	DROSHA	4.43	-0.47	0.000246	0.000862	FALSE	protein_coding
ENSG00000011198	ABHD5	6.71	0.73	0.000246	0.000863	TRUE	protein_coding
ENSG00000146833	TRIM4	5.13	-0.29	0.000247	0.000865	FALSE	protein_coding
ENSG00000173575	CHD2	8.07	0.35	0.000247	0.000866	FALSE	protein_coding
ENSG00000144524	COPS7B	4.17	-0.29	0.000247	0.000867	FALSE	protein_coding
ENSG00000100462	PRMT5	4.85	0.57	0.000247	0.000867	FALSE	protein_coding
ENSG00000287263	AC008875.3	5.19	0.54	0.000247	0.000867	FALSE	lncRNA
ENSG00000107829	FBXW4	4.91	-0.41	0.000248	0.000867	FALSE	protein_coding
ENSG00000105251	SHD	0.37	-0.39	0.000248	0.000867	FALSE	protein_coding
ENSG00000221739	MIR1203	0.28	-0.21	0.000248	0.000869	FALSE	miRNA
ENSG00000178502	KLHL11	3.85	-0.43	0.000248	0.000869	FALSE	protein_coding
ENSG00000287181	AC107067.3	0.2	0.33	0.000248	0.00087	FALSE	lncRNA
ENSG00000156172	C8orf37	1.11	-0.36	0.000249	0.000871	FALSE	protein_coding
ENSG00000126882	FAM78A	6.81	-0.45	0.000249	0.000872	FALSE	protein_coding
ENSG00000182257	PRR34	0.83	-0.3	0.000249	0.000872	FALSE	lncRNA
ENSG00000105499	PLA2G4C	2.02	0.88	0.000249	0.000872	TRUE	protein_coding
ENSG00000091428	RAPGEF4	0.47	0.34	0.000249	0.000872	FALSE	protein_coding
ENSG00000073734	ABCB11	0.35	0.32	0.000249	0.000872	FALSE	protein_coding
ENSG00000211839	TRAJ50	0.31	-0.25	0.00025	0.000874	FALSE	TR_J_gene
ENSG00000089127	OAS1	6.59	1.91	0.00025	0.000874	TRUE	protein_coding
ENSG00000081721	DUSP12	2.57	-0.34	0.00025	0.000874	FALSE	protein_coding
ENSG00000138767	CNOT6L	6.8	-0.52	0.00025	0.000874	FALSE	protein_coding
ENSG00000122986	HVCN1	4.89	-0.76	0.00025	0.000874	TRUE	protein_coding
ENSG00000185480	PARPBP	2.24	-0.56	0.00025	0.000874	FALSE	protein_coding
ENSG00000123685	BATF3	1.18	-0.78	0.00025	0.000875	TRUE	protein_coding
ENSG00000087448	KLHL42	3.87	-0.46	0.00025	0.000875	FALSE	protein_coding
ENSG00000239636	AC004865.2	2.1	-0.48	0.000251	0.000875	FALSE	lncRNA
ENSG00000102900	NUP93	4.53	-0.48	0.000251	0.000876	FALSE	protein_coding
ENSG00000234293	BACH1-IT3	1.59	0.7	0.000251	0.000877	TRUE	lncRNA
ENSG00000283597	FAM169B	1.42	0.8	0.000251	0.000877	TRUE	transcribed_unitary_pseudogene
ENSG00000241685	ARPC1A	3.56	0.32	0.000251	0.000878	FALSE	protein_coding
ENSG00000275527	AC100835.2	1.72	-1.24	0.000252	0.000879	TRUE	lncRNA
ENSG00000117174	ZNHIT6	2.99	-0.7	0.000252	0.00088	TRUE	protein_coding
ENSG00000102760	RGCC	3.67	-0.89	0.000252	0.000881	TRUE	protein_coding
ENSG00000256053	COA8	2.51	-0.28	0.000253	0.000881	FALSE	protein_coding
ENSG00000168350	DEGS2	0.69	-0.43	0.000253	0.000881	FALSE	protein_coding
ENSG00000198816	ZNF358	2.21	-0.52	0.000253	0.000884	FALSE	protein_coding
ENSG00000186326	RGS9BP	0.21	-0.15	0.000253	0.000884	FALSE	protein_coding
ENSG00000076555	ACACB	4.1	-0.62	0.000254	0.000885	TRUE	protein_coding
ENSG00000158773	USF1	6.61	0.38	0.000254	0.000886	FALSE	protein_coding
ENSG00000278867	AC090616.6	1.3	0.4	0.000255	0.000888	FALSE	TEC
ENSG00000239732	TLR9	1.62	0.78	0.000255	0.000889	TRUE	protein_coding
ENSG00000277463	AC080038.3	0.51	0.37	0.000255	0.000889	FALSE	lncRNA
ENSG00000282915	AC091769.2	1.02	0.48	0.000255	0.00089	FALSE	lncRNA
ENSG00000174606	ANGEL2	4.76	-0.31	0.000256	0.000891	FALSE	protein_coding
ENSG00000171451	DSEL	1.66	-0.69	0.000256	0.000891	TRUE	protein_coding
ENSG00000229036	VDAC1P8	0.69	-0.35	0.000256	0.000893	FALSE	transcribed_processed_pseudogene
ENSG00000242220	TCP10L	0.26	-0.24	0.000256	0.000893	FALSE	protein_coding
ENSG00000146776	ATXN7L1	4.68	-0.33	0.000257	0.000893	FALSE	protein_coding
ENSG00000257169	AC125612.1	1.45	0.55	0.000257	0.000894	FALSE	processed_pseudogene
ENSG00000170854	RIOX2	3.46	-0.6	0.000258	0.000896	TRUE	protein_coding
ENSG00000085998	POMGNT1	3.61	-0.59	0.000258	0.000897	TRUE	protein_coding
ENSG00000235683	AC018442.1	1.49	0.58	0.000258	0.000897	FALSE	processed_pseudogene
ENSG00000249624	AP000295.1	0.5	0.31	0.000258	0.000898	FALSE	protein_coding
ENSG00000284526	AC015802.6	3.59	0.78	0.000258	0.000898	TRUE	protein_coding
ENSG00000137497	NUMA1	7.92	-0.35	0.000258	0.000899	FALSE	protein_coding
ENSG00000186815	TPCN1	5.27	-0.64	0.000259	0.000899	TRUE	protein_coding
ENSG00000105173	CCNE1	1.36	0.74	0.000259	9e-04	TRUE	protein_coding
ENSG00000123179	EBPL	2.72	0.53	0.000259	0.000902	FALSE	protein_coding
ENSG00000076258	FMO4	1.28	-0.43	0.00026	0.000903	FALSE	protein_coding
ENSG00000075702	WDR62	2.15	0.86	0.00026	0.000904	TRUE	protein_coding
ENSG00000279394	AC015871.4	2.2	0.82	0.00026	0.000904	TRUE	TEC
ENSG00000182759	MAFA	0.65	0.53	0.00026	0.000904	FALSE	protein_coding
ENSG00000230099	TRBV5-4	0.9	-0.45	0.000261	0.000906	FALSE	TR_V_gene
ENSG00000253227	AC090192.2	0.38	0.41	0.000261	0.000906	FALSE	lncRNA
ENSG00000283761	AC118553.2	1.59	0.4	0.000261	0.000907	FALSE	protein_coding
ENSG00000115875	SRSF7	5.37	-0.51	0.000261	0.000907	FALSE	protein_coding
ENSG00000274211	SOCS7	4.13	-0.47	0.000261	0.000907	FALSE	protein_coding
ENSG00000185651	UBE2L3	5.92	0.4	0.000261	0.000908	FALSE	protein_coding
ENSG00000167716	WDR81	6.12	-0.59	0.000262	0.000908	TRUE	protein_coding
ENSG00000112941	TENT4A	4.43	-0.38	0.000262	0.000909	FALSE	protein_coding
ENSG00000250254	PTTG2	2.04	0.74	0.000262	0.000909	TRUE	protein_coding
ENSG00000187951	AC091057.1	1.9	0.5	0.000262	0.000909	FALSE	lncRNA
ENSG00000122435	TRMT13	3.07	-0.56	0.000262	0.000909	FALSE	protein_coding
ENSG00000168010	ATG16L2	9.74	0.81	0.000263	0.000911	TRUE	protein_coding
ENSG00000269246	AC011445.2	0.59	0.31	0.000264	0.000914	FALSE	lncRNA
ENSG00000157927	RADIL	0.39	0.3	0.000264	0.000915	FALSE	protein_coding
ENSG00000178252	WDR6	6.29	-0.51	0.000264	0.000915	FALSE	protein_coding
ENSG00000231086	TSSK1A	0.19	0.15	0.000264	0.000916	FALSE	unitary_pseudogene
ENSG00000157368	IL34	0.29	-0.38	0.000264	0.000916	FALSE	protein_coding
ENSG00000252568	RNU7-28P	0.23	0.19	0.000265	0.000917	FALSE	snRNA
ENSG00000249115	HAUS5	3.23	-0.61	0.000265	0.000917	TRUE	protein_coding
ENSG00000169567	HINT1	4.58	-0.56	0.000265	0.000918	FALSE	protein_coding
ENSG00000151491	EPS8	1.48	-0.67	0.000265	0.000918	TRUE	protein_coding
ENSG00000106366	SERPINE1	2.87	1.06	0.000265	0.000919	TRUE	protein_coding
